Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_28_15,VGND,li1,15.1800,87.0400,0.000350
FILLER_28_3,VGND,li1,9.6600,87.0400,0.000350
FILLER_27_267,VGND,li1,128.5700,87.0400,0.002360
FILLER_27_262,VGND,li1,126.5000,87.0400,0.002352
FILLER_27_257,VGND,li1,124.2000,87.0400,0.002344
FILLER_27_249,VGND,li1,121.9000,87.0400,0.002329
FILLER_27_212,VGND,li1,104.8800,87.0400,0.002199
FILLER_27_198,VGND,li1,96.8300,87.0400,0.002122
FILLER_27_173,VGND,li1,85.3300,87.0400,0.001970
FILLER_27_169,VGND,li1,84.1800,87.0400,0.001933
FILLER_27_155,VGND,li1,77.0500,87.0400,0.001816
FILLER_27_113,VGND,li1,58.1900,87.0400,0.001361
FILLER_27_111,VGND,li1,56.8100,87.0400,0.001307
FILLER_27_83,VGND,li1,44.1600,87.0400,0.000965
FILLER_27_71,VGND,li1,40.9400,87.0400,0.000888
FILLER_27_64,VGND,li1,35.8800,87.0400,0.000734
FILLER_27_11,VGND,li1,11.0400,87.0400,0.000350
FILLER_27_3,VGND,li1,8.7400,87.0400,0.000350
FILLER_26_260,VGND,li1,126.9600,81.6000,0.001557
FILLER_26_253,VGND,li1,122.8200,81.6000,0.001537
FILLER_26_251,VGND,li1,121.2100,81.6000,0.001537
FILLER_26_220,VGND,li1,107.1800,81.6000,0.001462
FILLER_26_212,VGND,li1,104.8800,81.6000,0.001443
FILLER_26_197,VGND,li1,96.3700,81.6000,0.001362
FILLER_26_195,VGND,li1,95.4500,81.6000,0.001343
FILLER_26_189,VGND,li1,93.8400,81.6000,0.001343
FILLER_26_177,VGND,li1,89.7000,81.6000,0.001299
FILLER_26_157,VGND,li1,77.9700,81.6000,0.001169
FILLER_26_145,VGND,li1,74.9800,81.6000,0.001135
FILLER_26_139,VGND,li1,69.6900,81.6000,0.001073
FILLER_26_85,VGND,li1,45.5400,81.6000,0.000695
FILLER_26_83,VGND,li1,43.9300,81.6000,0.000652
FILLER_26_71,VGND,li1,40.9400,81.6000,0.000588
FILLER_26_65,VGND,li1,36.1100,81.6000,0.000518
FILLER_26_56,VGND,li1,32.2000,81.6000,0.000418
FILLER_26_33,VGND,li1,21.3900,81.6000,0.000261
FILLER_26_27,VGND,li1,18.1700,81.6000,0.000262
FILLER_26_15,VGND,li1,15.1800,81.6000,0.000262
FILLER_26_3,VGND,li1,9.6600,81.6000,0.000262
FILLER_25_281,VGND,li1,135.4700,81.6000,0.001563
FILLER_25_279,VGND,li1,134.0900,81.6000,0.001563
FILLER_25_262,VGND,li1,126.2700,81.6000,0.001557
